Ticket,Symbol,Type,Open time,Open price,Size,Close time,Close price,Time in trade,Profit/Loss,Cummulative P/L,Comm/Swap,P/L in money,Cummulative money P/L,P/L in pips,Cummulative pips P/L,P/L in %,Cummulative % P/L,Comment,Sample type
1802,XAUUSD,Buy,23.08.2021 16:01:00,1801.18,5.28,23.08.2021 16:27:22,1806.41,26m 22s,2713.82,235741.69,-47.62,2713.82,235741.69,52300,8211600,0.81,136.21,tp 1806.41,IS
1803,XAUUSD,Buy,23.08.2021 16:01:00,1801.24,17.64,23.08.2021 17:14:09,1799.22,1h 13m,-3722.06,232019.63,-158.78,-3722.06,232019.63,-20200,8191400,-1.11,135.1,sl 1799.29,IS
1806,XAUUSD,Buy,25.08.2021 23:00:00,1790.9,6.64,26.08.2021 13:42:01,1786.54,14h 42m,-3965.04,228054.59,-1123.12,-3965.04,228054.59,-43600,8147800,-1.19,133.91,,IS
1807,XAUUSD,Buy,25.08.2021 23:00:00,1790.82,6.64,26.08.2021 13:42:01,1786.52,14h 42m,-4031.44,224023.15,-1123.12,-4031.44,224023.15,-43000,8104800,-1.23,132.68,,IS
1810,XAUUSD,Buy,26.08.2021 23:07:03,1792.4,6.48,27.08.2021 03:11:04,1794,4h 4m,632.67,224655.82,-404.13,632.67,224655.82,16000,8120800,0.2,132.87,,IS
1811,XAUUSD,Buy,26.08.2021 23:07:04,1792.4,6.48,27.08.2021 03:11:04,1794,4h 4m,632.67,225288.49,-404.13,632.67,225288.49,16000,8136800,0.19,133.07,,IS
1814,XAUUSD,Buy,27.08.2021 18:46:00,1810.51,5.13,27.08.2021 19:31:06,1815.98,45m 6s,2759.6,228048.09,-46.51,2759.6,228048.09,54700,8191500,0.85,133.92,tp 1815.97,IS
1817,XAUUSD,Buy,27.08.2021 19:32:00,1816.1,5.16,30.08.2021 04:00:01,1821.65,2d 8h 28m,2541.33,230589.42,-322.47,2541.33,230589.42,55500,8247000,0.77,134.69,tp 1821.55,IS
1815,XAUUSD,Buy,27.08.2021 18:46:00,1810.54,17.12,30.08.2021 16:23:33,1812.44,2d 21h 37m,2183.53,232772.95,-1069.27,2183.53,232772.95,19000,8266000,0.66,135.35,sl 1812.47,IS
1820,XAUUSD,Buy,30.08.2021 23:00:00,1810.58,6.65,31.08.2021 03:58:14,1812.63,4h 58m,947.91,233720.86,-415.34,947.91,233720.86,20500,8286500,0.28,135.64,,IS
1822,XAUUSD,Buy,31.08.2021 23:00:00,1814.54,6.67,01.09.2021 09:01:05,1815.99,10h 1m,550.43,234271.29,-416.72,550.43,234271.29,14500,8301000,0.16,135.8,,IS
1823,XAUUSD,Buy,31.08.2021 23:00:01,1814.54,6.67,01.09.2021 09:01:05,1816.1,10h 1m,623.8,234895.09,-416.72,623.8,234895.09,15600,8316600,0.19,135.99,,IS
1827,XAUUSD,Buy,03.09.2021 17:42:00,1831.13,21.19,03.09.2021 17:47:15,1829.55,5m 15s,-3541.94,231353.15,-193.92,-3541.94,231353.15,-15800,8300800,-1.06,134.93,sl 1829.55,IS
1829,XAUUSD,Buy,03.09.2021 18:07:00,1831.3,20.56,03.09.2021 18:34:42,1829.59,27m 42s,-3703.93,227649.22,-188.17,-3703.93,227649.22,-17100,8283700,-1.12,133.81,sl 1829.63,IS
1831,XAUUSD,Buy,03.09.2021 23:00:00,1828.6,6.55,06.09.2021 01:31:37,1830.18,2d 2h 31m,540.07,228189.29,-409.68,540.07,228189.29,15800,8299500,0.16,133.98,,IS
1826,XAUUSD,Buy,03.09.2021 17:42:00,1831.13,5.22,06.09.2021 11:31:00,1824.71,2d 17h 49m,-3677.7,224511.59,-326.46,-3677.7,224511.59,-64200,8235300,-1.12,132.86,sl 1824.72,IS
1832,XAUUSD,Buy,03.09.2021 23:00:00,1828.73,6.55,06.09.2021 13:46:03,1823.56,2d 14h 46m,-3710.78,220800.81,-409.58,-3710.78,220800.81,-51700,8183600,-1.14,131.71,,IS
1836,XAUUSD,Sell,07.09.2021 17:04:00,1803.99,5.08,07.09.2021 17:15:53,1798.16,11m 53s,2915.89,223716.7,-45.75,2915.89,223716.7,58300,8241900,0.91,132.62,tp 1798.63,IS
1839,XAUUSD,Buy,07.09.2021 23:00:00,1793.68,6.47,08.09.2021 02:51:50,1795.71,3h 51m,909.85,224626.55,-403.56,909.85,224626.55,20300,8262200,0.28,132.9,,IS
1837,XAUUSD,Sell,07.09.2021 17:04:00,1803.81,21.27,08.09.2021 15:12:55,1802.12,22h 8m,4102.66,228729.21,508.03,4102.66,228729.21,16900,8279100,1.26,134.17,sl 1802.12,IS
1842,XAUUSD,Sell,08.09.2021 16:44:00,1792.03,5.24,08.09.2021 16:48:19,1785.78,4m 19s,3228.13,231957.34,-46.87,3228.13,231957.34,62500,8341600,0.98,135.15,tp 1786.45,IS
1843,XAUUSD,Sell,08.09.2021 16:44:00,1792.13,21.31,08.09.2021 17:22:08,1790.69,38m 8s,2877.76,234835.1,-190.88,2877.76,234835.1,14400,8356000,0.87,136.02,sl 1790.69,IS
1846,XAUUSD,Buy,08.09.2021 23:00:00,1788.85,6.68,08.09.2021 23:19:57,1789.85,19m 57s,608.24,235443.34,-59.76,608.24,235443.34,10000,8366000,0.18,136.2,,IS
1847,XAUUSD,Buy,08.09.2021 23:00:01,1788.86,6.68,08.09.2021 23:19:57,1789.82,19m 56s,581.52,236024.86,-59.76,581.52,236024.86,9600,8375600,0.17,136.37,,IS
1850,XAUUSD,Buy,08.09.2021 23:31:02,1789.66,6.72,09.09.2021 10:57:46,1792.29,11h 26m,630.64,236655.5,-1136.72,630.64,236655.5,26300,8401900,0.19,136.56,,IS
1851,XAUUSD,Buy,08.09.2021 23:31:02,1789.66,6.72,09.09.2021 10:57:47,1792.29,11h 26m,630.64,237286.14,-1136.72,630.64,237286.14,26300,8428200,0.19,136.75,,IS
1854,XAUUSD,Buy,09.09.2021 23:04:00,1795.04,6.74,10.09.2021 04:02:38,1796.51,4h 58m,570.34,237856.48,-420.44,570.34,237856.48,14700,8442900,0.17,136.92,,IS
1855,XAUUSD,Buy,09.09.2021 23:04:00,1794.95,6.74,10.09.2021 04:02:39,1796.55,4h 58m,657.97,238514.45,-420.43,657.97,238514.45,16000,8458900,0.19,137.11,,IS
1858,XAUUSD,Buy,10.09.2021 23:00:00,1788.29,6.77,13.09.2021 06:07:42,1790.35,2d 7h 7m,972.53,239486.98,-422.09,972.53,239486.98,20600,8479500,0.29,137.4,,IS
1861,XAUUSD,Buy,14.09.2021 17:41:00,1805.05,17.76,14.09.2021 21:53:48,1803.09,4h 12m,-3641.16,235845.82,-160.2,-3641.16,235845.82,-19600,8459900,-1.07,136.33,sl 1803.10,IS
1863,XAUUSD,Buy,14.09.2021 23:09:02,1804.59,6.71,15.09.2021 13:52:00,1801.91,14h 42m,-2217.09,233628.73,-418.81,-2217.09,233628.73,-26800,8433100,-0.66,135.67,,IS
1864,XAUUSD,Buy,14.09.2021 23:09:02,1804.59,6.71,15.09.2021 13:52:01,1801.91,14h 42m,-2217.09,231411.64,-418.81,-2217.09,231411.64,-26800,8406300,-0.66,135,,IS
1860,XAUUSD,Buy,14.09.2021 17:41:00,1805.01,5.37,15.09.2021 15:52:07,1797.29,22h 11m,-4480.76,226930.88,-335.12,-4480.76,226930.88,-77200,8329100,-1.35,133.65,sl 1798.73,IS
1868,XAUUSD,Sell,16.09.2021 16:03:00,1760.19,5.3,16.09.2021 16:35:04,1754.97,32m 4s,2720.03,229650.91,-46.57,2720.03,229650.91,52200,8381300,0.83,134.48,tp 1754.99,IS
1869,XAUUSD,Sell,16.09.2021 16:03:00,1760.11,17.44,16.09.2021 18:09:49,1758.17,2h 6m,3229.96,232880.87,-153.4,3229.96,232880.87,19400,8400700,0.98,135.46,sl 1758.16,IS
1872,XAUUSD,Buy,16.09.2021 23:00:00,1754.53,6.65,17.09.2021 04:00:20,1756.57,5h 0m,943.12,233823.99,-413.48,943.12,233823.99,20400,8421100,0.28,135.74,,IS
1874,XAUUSD,Buy,17.09.2021 23:00:00,1751.65,6.67,17.09.2021 23:33:39,1753.14,33m 39s,935.39,234759.38,-58.44,935.39,234759.38,14900,8436000,0.28,136.02,,IS
1876,XAUUSD,Buy,20.09.2021 23:58:01,1764.41,6.68,21.09.2021 05:02:24,1765.95,5h 4m,613.05,235372.43,-415.67,613.05,235372.43,15400,8451400,0.18,136.21,,IS
1877,XAUUSD,Buy,20.09.2021 23:58:01,1764.41,6.68,21.09.2021 05:02:24,1765.95,5h 4m,613.05,235985.48,-415.67,613.05,235985.48,15400,8466800,0.18,136.39,,IS
1880,XAUUSD,Buy,21.09.2021 23:03:08,1774.97,6.71,22.09.2021 04:03:17,1776.41,5h 0m,548.35,236533.83,-417.89,548.35,236533.83,14400,8481200,0.16,136.55,,IS
1881,XAUUSD,Buy,21.09.2021 23:03:09,1774.97,6.71,22.09.2021 04:03:17,1776.39,5h 0m,534.93,237068.76,-417.89,534.93,237068.76,14200,8495400,0.16,136.71,,IS
1885,XAUUSD,Buy,22.09.2021 21:05:00,1783.41,16.71,22.09.2021 21:36:45,1780.61,31m 45s,-4827.68,232241.08,-148.88,-4827.68,232241.08,-28000,8467400,-1.43,135.28,sl 1780.81,IS
1884,XAUUSD,Buy,22.09.2021 21:05:00,1782.83,5.4,22.09.2021 21:39:18,1775.92,34m 18s,-3779.44,228461.64,-48.04,-3779.44,228461.64,-69100,8398300,-1.14,134.14,sl 1776.48,IS
1888,XAUUSD,Buy,22.09.2021 23:00:00,1769.04,6.56,23.09.2021 12:18:02,1772.58,13h 18m,1213.25,229674.89,-1108.99,1213.25,229674.89,35400,8433700,0.37,134.51,,IS
1890,XAUUSD,Buy,23.09.2021 23:00:00,1748.65,6.59,24.09.2021 04:41:38,1750.66,5h 41m,915.03,230589.92,-409.56,915.03,230589.92,20100,8453800,0.28,134.79,,IS
1892,XAUUSD,Buy,28.09.2021 23:00:00,1733.27,6.61,29.09.2021 01:32:37,1734.83,2h 32m,620.88,231210.8,-410.28,620.88,231210.8,15600,8469400,0.19,134.98,,IS
1893,XAUUSD,Buy,28.09.2021 23:00:00,1733.29,6.61,29.09.2021 01:32:37,1734.83,2h 32m,607.66,231818.46,-410.28,607.66,231818.46,15400,8484800,0.18,135.16,,IS
1897,XAUUSD,Sell,29.09.2021 17:20:00,1727.81,15.26,29.09.2021 17:28:05,1729.83,8m 5s,-3214.43,228604.03,-131.91,-3214.43,228604.03,-20200,8464600,-0.97,134.19,sl 1729.82,IS
1896,XAUUSD,Sell,29.09.2021 17:20:00,1727.65,5.48,29.09.2021 18:22:16,1733.96,1h 2m,-3505.31,225098.72,-47.43,-3505.31,225098.72,-63100,8401500,-1.07,133.13,sl 1733.95,IS
1901,XAUUSD,Sell,29.09.2021 19:57:00,1725.29,14.69,30.09.2021 01:44:20,1727.43,5h 47m,-1820.56,223278.16,1323.1,-1820.56,223278.16,-21400,8380100,-0.56,132.57,sl 1727.43,IS
1900,XAUUSD,Sell,29.09.2021 19:57:00,1725.22,5.38,30.09.2021 04:16:31,1731.22,8h 19m,-2743.47,220534.69,484.53,-2743.47,220534.69,-60000,8320100,-0.85,131.72,sl 1731.22,IS
1905,XAUUSD,Buy,30.09.2021 18:10:00,1761.88,14.72,30.09.2021 18:35:34,1759.73,25m 34s,-3294.4,217240.29,-129.6,-3294.4,217240.29,-21500,8298600,-1.03,130.69,sl 1759.74,IS
1904,XAUUSD,Buy,30.09.2021 18:10:00,1761.92,5.19,30.09.2021 20:29:58,1755.69,2h 19m,-3279.01,213961.28,-45.64,-3279.01,213961.28,-62300,8236300,-1.03,129.66,sl 1755.69,IS
1908,XAUUSD,Buy,30.09.2021 23:00:00,1755.97,6.27,30.09.2021 23:10:07,1757.02,10m 7s,584.48,214545.76,-55.06,584.48,214545.76,10500,8246800,0.19,129.84,,IS
1909,XAUUSD,Buy,30.09.2021 23:00:00,1756,6.27,30.09.2021 23:20:39,1757.48,20m 39s,891.69,215437.45,-55.08,891.69,215437.45,14800,8261600,0.28,130.13,,IS
1912,XAUUSD,Buy,30.09.2021 23:55:00,1757.37,6.3,01.10.2021 14:37:01,1752,14h 42m,-3774.79,211662.66,-391.69,-3774.79,211662.66,-53700,8207900,-1.2,128.93,,IS
1913,XAUUSD,Buy,30.09.2021 23:55:00,1757.37,6.3,01.10.2021 14:37:01,1752,14h 42m,-3774.79,207887.87,-391.69,-3774.79,207887.87,-53700,8154200,-1.21,127.72,,IS
1917,XAUUSD,Buy,04.10.2021 17:40:00,1766.45,13.55,04.10.2021 18:12:23,1764.12,32m 23s,-3276.75,204611.12,-119.6,-3276.75,204611.12,-23300,8130900,-1.06,126.65,sl 1764.17,IS
1919,XAUUSD,Buy,04.10.2021 23:25:01,1767.88,6.09,04.10.2021 23:51:36,1768.87,26m 35s,549.06,205160.18,-53.85,549.06,205160.18,9900,8140800,0.18,126.83,,IS
1920,XAUUSD,Buy,04.10.2021 23:25:02,1767.88,6.09,04.10.2021 23:51:36,1768.91,26m 34s,573.42,205733.6,-53.85,573.42,205733.6,10300,8151100,0.19,127.02,,IS
1916,XAUUSD,Buy,04.10.2021 17:40:00,1766.44,4.98,05.10.2021 06:45:40,1760.07,13h 5m,-3482.09,202251.51,-309.83,-3482.09,202251.51,-63700,8087400,-1.14,125.88,sl 1760.10,IS
1924,XAUUSD,Buy,05.10.2021 23:00:00,1760.24,6.04,06.10.2021 13:42:00,1749.83,14h 42m,-6705.46,195546.05,-375.54,-6705.46,195546.05,-104100,7983300,-2.22,123.66,,IS
1925,XAUUSD,Buy,05.10.2021 23:00:00,1760.31,6.04,06.10.2021 13:42:00,1749.83,14h 42m,-6663.18,188882.87,-375.54,-6663.18,188882.87,-104800,7878500,-2.25,121.41,,IS
1928,XAUUSD,Buy,06.10.2021 23:48:00,1763.23,5.77,07.10.2021 10:20:18,1765.98,10h 32m,611.5,189494.37,-975.25,611.5,189494.37,27500,7906000,0.21,121.62,,IS
1929,XAUUSD,Buy,06.10.2021 23:48:00,1763.23,5.77,07.10.2021 10:20:18,1766,10h 32m,623.04,190117.41,-975.25,623.04,190117.41,27700,7933700,0.22,121.84,,IS
1933,XAUUSD,Buy,08.10.2021 16:05:00,1778.01,14.42,08.10.2021 16:38:09,1775.81,33m 9s,-3300.52,186816.89,-128.12,-3300.52,186816.89,-22000,7911700,-1.14,120.7,sl 1775.87,IS
1932,XAUUSD,Buy,08.10.2021 16:05:00,1777.88,4.66,08.10.2021 16:45:00,1772.09,40m 0s,-2739.49,184077.4,-41.35,-2739.49,184077.4,-57900,7853800,-0.96,119.74,sl 1772.14,IS
1936,XAUUSD,Buy,08.10.2021 23:00:00,1756.83,5.68,11.10.2021 04:24:37,1758.87,2d 5h 24m,805.48,184882.88,-353.24,805.48,184882.88,20400,7874200,0.28,120.03,,IS
1938,XAUUSD,Buy,12.10.2021 23:01:00,1760.9,5.68,13.10.2021 04:50:30,1762.96,5h 49m,816.74,185699.62,-353.34,816.74,185699.62,20600,7894800,0.29,120.31,,IS
1940,XAUUSD,Buy,13.10.2021 16:58:00,1782.16,4.58,13.10.2021 17:21:07,1787.51,23m 7s,2409.42,188109.04,-40.88,2409.42,188109.04,53500,7948300,0.84,121.16,tp 1787.50,IS
1944,XAUUSD,Buy,13.10.2021 23:14:01,1792.15,5.76,13.10.2021 23:29:22,1793.12,15m 21s,507.09,188616.13,-51.63,507.09,188616.13,9700,7958000,0.18,121.33,,IS
1945,XAUUSD,Buy,13.10.2021 23:14:01,1792.15,5.76,13.10.2021 23:29:22,1793.12,15m 21s,507.09,189123.22,-51.63,507.09,189123.22,9700,7967700,0.18,121.51,,IS
1943,XAUUSD,Buy,13.10.2021 18:10:00,1795.98,4.58,14.10.2021 04:50:55,1789.64,10h 40m,-3678.49,185444.73,-774.77,-3678.49,185444.73,-63400,7904300,-1.27,120.24,sl 1789.65,IS
1941,XAUUSD,Buy,13.10.2021 16:58:00,1782.16,14.18,15.10.2021 12:13:09,1784.06,1d 19h 15m,-461.07,184983.66,-3155.27,-461.07,184983.66,19000,7923300,-0.16,120.07,sl 1784.17,IS
1950,XAUUSD,Buy,15.10.2021 23:01:01,1768.34,5.68,18.10.2021 02:06:36,1770.48,2d 3h 5m,861.96,185845.62,-353.56,861.96,185845.62,21400,7944700,0.3,120.38,,IS
1952,XAUUSD,Buy,19.10.2021 23:01:01,1769.88,5.71,20.10.2021 04:13:28,1771.97,5h 12m,837.92,186683.54,-355.47,837.92,186683.54,20900,7965600,0.29,120.67,,IS
1954,XAUUSD,Buy,20.10.2021 23:09:00,1785.06,5.73,21.10.2021 05:06:22,1787.71,5h 57m,549.32,187232.86,-969.13,549.32,187232.86,26500,7992100,0.19,120.86,,IS
1955,XAUUSD,Buy,20.10.2021 23:09:00,1785.06,5.73,21.10.2021 05:06:22,1787.68,5h 57m,532.13,187764.99,-969.13,532.13,187764.99,26200,8018300,0.19,121.05,,IS
1959,XAUUSD,Buy,22.10.2021 16:06:00,1807.74,15.06,22.10.2021 16:07:56,1805.67,1m 56s,-3253.46,184511.53,-136.04,-3253.46,184511.53,-20700,7997600,-1.13,119.92,sl 1805.75,IS
1958,XAUUSD,Buy,22.10.2021 16:06:00,1807.66,4.54,22.10.2021 18:00:46,1813.15,1h 54m,2451.36,186962.89,-41.1,2451.36,186962.89,54900,8052500,0.86,120.78,tp 1813.08,IS
1961,XAUUSD,Buy,22.10.2021 17:09:00,1810.04,14.72,22.10.2021 18:13:18,1807.97,1h 4m,-3180.18,183782.71,-133.14,-3180.18,183782.71,-20700,8031800,-1.11,119.67,sl 1808.02,IS
1963,XAUUSD,Buy,22.10.2021 18:01:00,1813.16,4.51,22.10.2021 18:14:15,1806.62,13m 15s,-2990.35,180792.36,-40.81,-2990.35,180792.36,-65400,7966400,-1.05,118.62,sl 1806.82,IS
1966,XAUUSD,Buy,22.10.2021 23:09:01,1794.01,5.61,25.10.2021 03:49:46,1796.05,2d 4h 40m,794.52,181586.88,-349.92,794.52,181586.88,20400,7986800,0.28,118.9,,IS
1968,XAUUSD,Buy,25.10.2021 23:06:01,1806.63,5.63,25.10.2021 23:56:58,1807.68,50m 57s,540.28,182127.16,-50.87,540.28,182127.16,10500,7997300,0.19,119.09,,IS
1969,XAUUSD,Buy,25.10.2021 23:06:01,1806.62,5.63,25.10.2021 23:56:58,1807.73,50m 57s,574.06,182701.22,-50.87,574.06,182701.22,11100,8008400,0.2,119.29,,IS
1972,XAUUSD,Buy,26.10.2021 23:00:00,1793.73,5.65,27.10.2021 13:42:00,1788.63,14h 42m,-3233.81,179467.41,-352.31,-3233.81,179467.41,-51000,7957400,-1.14,118.15,,IS
1974,XAUUSD,Buy,28.10.2021 23:00:00,1798.52,5.58,29.10.2021 01:24:53,1800.62,2h 24m,823.62,180291.03,-348.18,823.62,180291.03,21000,7978400,0.29,118.45,,IS
1977,XAUUSD,Sell,29.10.2021 16:45:00,1775.4,13.93,29.10.2021 17:07:20,1777.5,22m 20s,-3049.03,177242,-123.73,-3049.03,177242,-21000,7957400,-1.09,117.36,sl 1777.46,IS
1976,XAUUSD,Sell,29.10.2021 16:45:00,1775.45,4.5,29.10.2021 17:09:13,1781.66,24m 13s,-2834.51,174407.49,-40.01,-2834.51,174407.49,-62100,7895300,-1.02,116.34,sl 1781.66,IS
1980,XAUUSD,Buy,29.10.2021 23:11:00,1782.99,5.48,01.11.2021 05:00:38,1785.01,2d 5h 49m,765.45,175172.94,-341.51,765.45,175172.94,20200,7915500,0.28,116.61,,IS
1982,XAUUSD,Sell,03.11.2021 16:15:00,1771.77,4.42,03.11.2021 16:50:49,1766.52,35m 49s,2281.4,177454.34,-39.1,2281.4,177454.34,52500,7968000,0.83,117.44,tp 1766.52,IS
1985,XAUUSD,Sell,03.11.2021 17:01:00,1764.54,4.49,03.11.2021 17:45:21,1759.23,44m 21s,2344.63,179798.97,-39.56,2344.63,179798.97,53100,8021100,0.85,118.29,tp 1759.23,IS
1983,XAUUSD,Sell,03.11.2021 16:15:00,1771.79,14.13,03.11.2021 21:00:18,1769.97,4h 45m,2446.55,182245.52,-125.11,2446.55,182245.52,18200,8039300,0.87,119.16,sl 1769.86,IS
1988,XAUUSD,Buy,03.11.2021 23:03:01,1772.74,5.64,04.11.2021 02:47:47,1775.85,3h 44m,800.47,183045.99,-953.57,800.47,183045.99,31100,8070400,0.28,119.45,,IS
1990,XAUUSD,Buy,04.11.2021 23:03:03,1793.4,5.66,05.11.2021 04:16:07,1794.96,5h 13m,512.96,183558.95,-353.02,512.96,183558.95,15600,8086000,0.18,119.63,,IS
1991,XAUUSD,Buy,04.11.2021 23:03:03,1793.43,5.66,05.11.2021 04:59:29,1795.44,5h 56m,801.61,184360.56,-353.03,801.61,184360.56,20100,8106100,0.28,119.91,,IS
1995,XAUUSD,Buy,05.11.2021 16:28:00,1801.18,15.01,05.11.2021 16:34:15,1799.36,6m 15s,-2866.93,181493.63,-135.11,-2866.93,181493.63,-18200,8087900,-1.01,118.9,sl 1799.36,IS
1994,XAUUSD,Buy,05.11.2021 16:28:00,1801.25,4.5,05.11.2021 18:25:01,1806.41,1h 57m,2281.42,183775.05,-40.58,2281.42,183775.05,51600,8139500,0.81,119.71,tp 1806.41,IS
1999,XAUUSD,Buy,05.11.2021 19:19:00,1812.29,4.46,05.11.2021 22:46:02,1817.67,3h 27m,2359,186134.05,-40.48,2359,186134.05,53800,8193300,0.83,120.54,tp 1817.65,IS
1997,XAUUSD,Buy,05.11.2021 18:14:00,1804.24,14.4,09.11.2021 13:42:08,1828.32,3d 19h 28m,33006.51,219140.56,-1668.69,33006.51,219140.56,240800,8434100,11.54,132.08,tp 1827.69,IS
2001,XAUUSD,Buy,08.11.2021 16:14:00,1824.48,4.48,09.11.2021 15:45:00,1830.1,23h 31m,2237.6,221378.16,-280.16,2237.6,221378.16,56200,8490300,0.7,132.78,tp 1829.97,IS
2005,XAUUSD,Buy,09.11.2021 19:55:01,1830.67,15.11,09.11.2021 20:02:02,1828.43,7m 1s,-3522.86,217855.3,-138.22,-3522.86,217855.3,-22400,8467900,-1.1,131.68,sl 1828.54,IS
2004,XAUUSD,Buy,09.11.2021 19:55:01,1830.67,5,10.11.2021 08:41:11,1824.23,12h 46m,-3532.68,214322.62,-312.68,-3532.68,214322.62,-64400,8403500,-1.11,130.57,sl 1824.25,IS
2009,XAUUSD,Buy,10.11.2021 16:02:00,1853.68,15.36,10.11.2021 16:06:36,1851.54,4m 36s,-3429.32,210893.3,-142.28,-3429.32,210893.3,-21400,8382100,-1.09,129.48,sl 1851.61,IS
2008,XAUUSD,Buy,10.11.2021 16:02:00,1853.66,4.84,10.11.2021 16:30:37,1859.41,28m 37s,2738.07,213631.37,-44.93,2738.07,213631.37,57500,8439600,0.88,130.36,tp 1859.26,IS
2012,XAUUSD,Buy,10.11.2021 23:29:05,1851.14,6.27,10.11.2021 23:37:57,1852.17,8m 52s,587.76,214219.13,-58.05,587.76,214219.13,10300,8449900,0.19,130.55,,IS
2013,XAUUSD,Buy,10.11.2021 23:29:06,1851.14,6.27,10.11.2021 23:37:57,1852.19,8m 51s,600.3,214819.43,-58.05,600.3,214819.43,10500,8460400,0.19,130.74,,IS
2016,XAUUSD,Buy,10.11.2021 23:43:03,1851.46,6.29,11.11.2021 07:52:55,1854.04,8h 9m,556.9,215376.33,-1065.92,556.9,215376.33,25800,8486200,0.18,130.92,,IS
2017,XAUUSD,Buy,10.11.2021 23:43:03,1851.46,6.29,11.11.2021 07:52:55,1854.06,8h 9m,569.47,215945.8,-1065.93,569.47,215945.8,26000,8512200,0.18,131.1,,IS
2020,XAUUSD,Buy,11.11.2021 23:05:02,1862.55,6.31,12.11.2021 13:48:00,1848.88,14h 42m,-9021.27,206924.53,-395.5,-9021.27,206924.53,-136700,8375500,-2.86,128.24,,IS
2021,XAUUSD,Buy,11.11.2021 23:05:03,1862.55,6.31,12.11.2021 13:48:01,1848.88,14h 42m,-9021.27,197903.26,-395.5,-9021.27,197903.26,-136700,8238800,-2.94,125.3,,IS
2024,XAUUSD,Buy,12.11.2021 23:22:02,1864.86,5.95,15.11.2021 01:01:01,1866.47,2d 1h 38m,584.72,198487.98,-373.23,584.72,198487.98,16100,8254900,0.2,125.5,,IS
2025,XAUUSD,Buy,12.11.2021 23:22:02,1864.86,5.95,15.11.2021 01:01:01,1866.47,2d 1h 38m,584.72,199072.7,-373.23,584.72,199072.7,16100,8271000,0.2,125.7,,IS
2028,XAUUSD,Buy,16.11.2021 23:01:01,1850.24,5.98,17.11.2021 02:18:41,1852.36,3h 17m,893.08,199965.78,-374.68,893.08,199965.78,21200,8292200,0.3,125.99,,IS
2030,XAUUSD,Sell,19.11.2021 19:41:00,1848.75,4.63,19.11.2021 19:45:14,1843.19,4m 14s,2531.55,202497.33,-42.73,2531.55,202497.33,55600,8347800,0.84,126.84,tp 1843.19,IS
2033,XAUUSD,Buy,19.11.2021 23:00:00,1847.23,6.04,22.11.2021 13:46:00,1840.14,2d 14h 46m,-4660.58,197836.75,-378.22,-4660.58,197836.75,-70900,8276900,-1.54,125.3,,IS
2031,XAUUSD,Sell,19.11.2021 19:41:00,1849.1,14.44,22.11.2021 16:17:03,1822.12,2d 20h 36m,39301.67,237138.42,342.55,39301.67,237138.42,269800,8546700,13.2,138.49,tp 1823.82,IS
2035,XAUUSD,Sell,22.11.2021 16:01:00,1830.67,4.63,22.11.2021 16:17:03,1822.12,16m 3s,3916.37,241054.79,-42.28,3916.37,241054.79,85500,8632200,1.16,139.66,tp 1824.37,IS
2038,XAUUSD,Sell,22.11.2021 19:22:00,1811.12,5.38,22.11.2021 20:07:20,1805.61,45m 20s,2915.73,243970.52,-48.65,2915.73,243970.52,55100,8687300,0.85,140.51,tp 1805.69,IS
2042,XAUUSD,Buy,22.11.2021 23:03:01,1805.1,6.87,23.11.2021 01:01:07,1807.04,1h 58m,903.88,244874.4,-428.9,903.88,244874.4,19400,8706700,0.26,140.77,,IS
2041,XAUUSD,Sell,22.11.2021 21:08:00,1803.73,5.44,23.11.2021 02:04:04,1810.11,4h 56m,-3340.89,241533.51,129.83,-3340.89,241533.51,-63800,8642900,-0.97,139.8,sl 1810.04,IS
2039,XAUUSD,Sell,22.11.2021 19:22:00,1811.11,14.65,23.11.2021 18:12:39,1783.17,22h 50m,41282.45,282815.96,350.35,41282.45,282815.96,279400,8922300,12.09,151.89,tp 1783.18,IS
2047,XAUUSD,Sell,23.11.2021 18:13:00,1782.96,15.77,23.11.2021 18:34:11,1785.47,21m 11s,-4098.95,278717.01,-140.68,-4098.95,278717.01,-25100,8897200,-1.07,150.82,sl 1785.39,IS
2046,XAUUSD,Sell,23.11.2021 18:13:00,1782.96,6.13,23.11.2021 20:59:56,1789.22,2h 46m,-3892.12,274824.89,-54.74,-3892.12,274824.89,-62600,8834600,-1.03,149.79,sl 1789.17,IS
2050,XAUUSD,Buy,23.11.2021 23:00:00,1791.15,7.49,24.11.2021 03:50:29,1792.61,4h 50m,626.46,275451.35,-467.08,626.46,275451.35,14600,8849200,0.17,149.96,,IS
2051,XAUUSD,Buy,23.11.2021 23:00:01,1791.04,7.49,24.11.2021 03:50:29,1792.61,4h 50m,708.85,276160.2,-467.08,708.85,276160.2,15700,8864900,0.19,150.15,,IS
2055,XAUUSD,Sell,24.11.2021 16:11:00,1778.73,15.33,24.11.2021 16:13:26,1781.25,2m 26s,-3999.6,272160.6,-136.44,-3999.6,272160.6,-25200,8839700,-1.06,149.09,sl 1781.18,IS
2054,XAUUSD,Sell,24.11.2021 16:11:00,1778.73,6.04,24.11.2021 17:01:48,1785.07,50m 48s,-3883.17,268277.43,-53.81,-3883.17,268277.43,-63400,8776300,-1.04,148.04,sl 1785.01,IS
